"SUID","AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","COMUNIDADES","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient"
"13773","4.27897867","1.9967E-4","0.23370063","0.26666667","29","10","20","false","MIR30B","89.4","10","0","0","0.89753192","false","0","MIR30B","3674176","0.17421875"
"13775","4.27897867","1.9967E-4","0.23370063","0.26666667","29","10","20","false","MIR30C1","89.4","10","0","0","0.89753192","false","0","MIR30C1","3674176","0.17421875"
"13777","4.27897867","1.9967E-4","0.23370063","0.26666667","29","10","20","false","MIR30C2","89.4","10","0","0","0.89753192","false","0","MIR30C2","3674176","0.17421875"
"13779","4.27897867","1.9967E-4","0.23370063","0.26666667","29","10","20","false","MIR30D","89.4","10","0","0","0.89753192","false","0","MIR30D","3674176","0.17421875"
"13781","4.27897867","1.9967E-4","0.23370063","0.26666667","29","10","20","false","MIR30E","89.4","10","0","0","0.89753192","false","0","MIR30E","3674176","0.17421875"
"13817","4.35253155","9.185E-5","0.22975135","0.02564103","11","39","21","false","RASGRP3","60.02564103","39","0","0","0.89523339","false","0","RASGRP3","6532184","0.13339095"
"13832","4.2897142","2.695E-5","0.23311576","0.45021645","7","22","20","false","GAB2","109.40909091","22","0","0","0.89719643","false","0","GAB2","471290","0.19094082"
"13854","4.57319019","2.01E-6","0.21866574","0.41666667","7","9","21","false","BLNK","49.33333333","9","0","0","0.88833781","false","0","BLNK","20266","0.1789899"
"13897","8.53866241","0.00231894","0.11711436","0.0","149","6","25","false","C01204","3.66666667","6","0","0","0.7644168","false","0","C01204","154454180","0.66666667"
"13899","9.53764689","1.7396E-4","0.10484766","0.0","149","4","26","false","IP6K3","5.25","4","0","0","0.73319853","false","0","IP6K3","23168136","0.85"
"13901","9.53764689","1.7396E-4","0.10484766","0.0","149","4","26","false","IP6K2","5.25","4","0","0","0.73319853","false","0","IP6K2","23168136","0.85"
"13903","9.53764689","1.7396E-4","0.10484766","0.0","149","4","26","false","IP6K1","5.25","4","0","0","0.73319853","false","0","IP6K1","23168136","0.85"
"13905","9.53764689","1.7396E-4","0.10484766","0.0","149","4","26","false","PPIP5K2","5.25","4","0","0","0.73319853","false","0","PPIP5K2","23168136","0.85"
"13907","9.53764689","1.7396E-4","0.10484766","0.0","149","4","26","false","PPIP5K1","5.25","4","0","0","0.73319853","false","0","PPIP5K1","23168136","0.85"
"13924","4.13230814","0.00106572","0.24199551","0.27993448","2","111","20","false","JAK1","69.69369369","111","0","0","0.90211537","false","0","JAK1","22620108","0.10385199"
"13926","4.0528072","0.00444417","0.24674255","0.17603486","2","136","20","false","JAK2","65.38235294","136","0","0","0.90459978","false","0","JAK2","91152064","0.08787855"
"13928","3.697084","0.00920664","0.27048344","0.12210425","7","112","20","false","SRC","88.66964286","112","0","0","0.91571613","false","0","SRC","97810090","0.04689626"
"13930","4.30755839","1.3071E-4","0.23215007","0.41889483","3","34","20","false","GAB1","96.55882353","34","0","0","0.8966388","false","0","GAB1","1020976","0.17513612"
"13943","3.95923401","0.00316007","0.25257411","0.06644518","14","43","20","false","CASP3","88.79069767","43","0","0","0.90752394","false","0","CASP3","28461658","0.06397866"
"13946","4.22791237","6.4613E-4","0.23652335","0.18719212","14","29","20","false","CASP9","69.79310345","29","0","0","0.89912774","false","0","CASP9","8868092","0.13440967"
"13960","4.18250399","3.2251E-4","0.23909122","0.09937888","3","70","20","false","FLT3","60.84285714","70","0","0","0.90054675","false","0","FLT3","6604238","0.10287648"
"13967","4.18076309","9.042E-4","0.23919078","0.16072072","5","75","20","false","CRK","76.64","75","0","0","0.90060115","false","0","CRK","19226042","0.10413043"
"13969","4.18076309","9.042E-4","0.23919078","0.16072072","5","75","20","false","CRKL","76.64","75","0","0","0.90060115","false","0","CRKL","19226042","0.10413043"
"13975","4.0143624","0.00221544","0.24910556","0.18546366","20","57","20","false","TRAF2","59.78947368","57","0","0","0.90580118","false","0","TRAF2","23274228","0.0717129"
"13977","4.13666038","5.2961E-4","0.2417409","0.30752688","3","31","20","false","CBL","88.70967742","31","0","0","0.90197936","false","0","CBL","4277098","0.13743436"
"13979","4.38618889","6.723E-5","0.22798836","0.38043478","3","24","20","false","CBLB","93.125","24","0","0","0.8941816","false","0","CBLB","1076998","0.21850548"
"13982","4.21833744","0.0013438","0.23706022","0.22672065","7","39","20","false","PTPN11","83.94871795","39","0","0","0.89942695","false","0","PTPN11","19466026","0.12785281"
"13984","4.31089511","4.0159E-4","0.23197039","0.22792023","7","27","20","false","ZAP70","82.55555556","27","0","0","0.89653453","false","0","ZAP70","9507252","0.1855181"
"14008","4.17974757","5.131E-4","0.2392489","0.37894737","7","20","20","false","PRKCI","88.0","20","0","0","0.90063289","false","0","PRKCI","4475756","0.21334951"
"14010","3.91484114","0.00363006","0.25543821","0.19428571","7","50","20","false","PRKCZ","87.02","50","0","0","0.90891121","false","0","PRKCZ","37715334","0.09797069"
"14021","3.76744523","0.01439571","0.26543186","0.0627451","22","85","20","false","CTNNB1","73.48235294","85","0","0","0.91351734","false","0","CTNNB1","193621442","0.04660114"
"14023","4.15522994","0.0013304","0.24066057","0.16065223","5","87","20","false","ITGA2B","51.2183908","87","0","0","0.90139906","false","0","ITGA2B","35945072","0.06856545"
"14026","4.25112433","0.00251582","0.23523189","0.1733871","7","32","20","false","ITGAM","61.34375","32","0","0","0.89840236","false","0","ITGAM","48403612","0.12989936"
"14029","4.20774699","0.00386608","0.23765687","0.17305459","7","42","20","false","ITGB2","53.28571429","42","0","0","0.89975791","false","0","ITGB2","60437644","0.10026007"
"14045","4.07413318","6.3898E-4","0.24545098","0.19625468","2","90","20","false","IL2RG","72.08888889","90","0","0","0.90393334","false","0","IL2RG","15384018","0.10254465"
"14047","4.09357319","5.6717E-4","0.24428536","0.14173669","2","85","20","false","IL2RB","71.85882353","85","0","0","0.90332584","false","0","IL2RB","13955588","0.10630003"
"14049","4.08602931","6.5008E-4","0.24473637","0.124487","2","86","20","false","IL2RA","71.22093023","86","0","0","0.90356158","false","0","IL2RA","15600430","0.1038206"
"14051","4.2799942","2.9334E-4","0.23364518","0.08143075","2","73","20","false","IL3RA","75.01369863","73","0","0","0.89750018","false","0","IL3RA","7511874","0.13023212"
"14053","4.2794139","3.0836E-4","0.23367686","0.12252252","2","75","20","false","CSF2RB","74.70666667","75","0","0","0.89751832","false","0","CSF2RB","7824310","0.12947429"
"14055","4.27187001","5.8635E-4","0.23408952","0.16812723","2","79","20","false","IL6ST","68.27848101","79","0","0","0.89775406","false","0","IL6ST","16206572","0.12528162"
"14057","4.37995067","2.7554E-4","0.22831307","0.09665145","2","73","20","false","LIFR","68.76712329","73","0","0","0.89437654","false","0","LIFR","11121428","0.14178788"
"14059","4.1147541","0.00198472","0.24302789","0.22619048","2","120","20","false","JAK3","68.15833333","120","0","0","0.90266393","false","0","JAK3","66824732","0.09646572"
"14061","4.3557232","2.867E-5","0.229583","0.24285714","7","21","20","false","FGR","103.23809524","21","0","0","0.89513365","false","0","FGR","1108198","0.23570341"
"14063","4.34585812","1.1726E-4","0.23010415","0.16239316","7","27","20","false","HCK","85.22222222","27","0","0","0.89544193","false","0","HCK","3707160","0.18607667"
"14065","4.2013637","0.0013841","0.23801796","0.12897959","7","50","20","false","LYN","59.04","50","0","0","0.89995738","false","0","LYN","17528708","0.0970346"
"14068","4.21021326","2.958E-5","0.23751766","0.75615764","4","29","20","false","PREX1","165.72413793","29","0","0","0.89968084","false","0","PREX1","1166034","0.21138283"
"14072","4.24720731","6.1463E-4","0.23544883","0.26704545","20","33","20","false","TRAF5","65.84848485","33","0","0","0.89852477","false","0","TRAF5","9231284","0.12285165"
"14074","4.27723778","7.5191E-4","0.23379575","0.25230769","20","26","20","false","TRAF3","74.23076923","26","0","0","0.89758632","false","0","TRAF3","9656024","0.15652386"
"14077","4.15290875","2.6288E-4","0.24079508","0.11688312","72","22","20","false","VCAM1","103.31818182","22","0","0","0.9014716","false","0","VCAM1","3922338","0.18335217"
"14081","4.37414769","3.3128E-4","0.22861597","0.24166667","46","16","20","false","HOMER3","85.0625","16","0","0","0.89455788","false","0","HOMER3","11480300","0.3150463"
"14083","4.37414769","3.3128E-4","0.22861597","0.24166667","46","16","20","false","HOMER2","85.0625","16","0","0","0.89455788","false","0","HOMER2","11480300","0.3150463"
"14085","4.37414769","3.3128E-4","0.22861597","0.24166667","46","16","20","false","HOMER1","85.0625","16","0","0","0.89455788","false","0","HOMER1","11480300","0.3150463"
"14087","4.44828086","4.78E-6","0.22480595","0.0","7","7","20","false","AGAP2","166.42857143","7","0","0","0.89224122","false","0","AGAP2","132586","0.72556391"
"14089","4.24430582","0.00254644","0.23560979","0.13360324","7","39","20","false","FYN","52.56410256","39","0","0","0.89861544","false","0","FYN","28761184","0.09110368"
"14091","4.48933701","7.8706E-4","0.22275004","0.26143791","7","18","20","false","FCER1G","77.22222222","18","0","0","0.89095822","false","0","FCER1G","16961760","0.26590038"
"14095","4.54156391","1.0E-8","0.22018847","0.46428571","7","8","20","false","PIK3AP1","149.25","8","0","0","0.88932613","false","0","PIK3AP1","282","0.64331897"
"14097","4.51719135","3.8E-7","0.2213765","0.62121212","7","12","20","false","CD19","110.83333333","12","0","0","0.89008777","false","0","CD19","3770","0.43464052"
"14101","4.17220368","0.00317921","0.23968149","0.17378917","14","27","20","false","SLC2A4","83.7037037","27","0","0","0.90086863","false","0","SLC2A4","38857992","0.20799852"
"14103","4.2007834","6.4332E-4","0.23805084","0.18702703","2","75","20","false","TYK2","76.66666667","75","0","0","0.89997552","false","0","TYK2","14946846","0.12150026"
"14105","4.51066299","3.173E-5","0.2216969","0.0","7","9","20","false","TLR3","133.11111111","9","0","0","0.89029178","false","0","TLR3","527780","0.54817888"
"14107","4.44131728","9.3385E-4","0.22515842","0.24264706","7","17","20","false","LCK","82.17647059","17","0","0","0.89245884","false","0","LCK","15186670","0.24533286"
"14109","4.5306833","1.418E-5","0.22071726","0.6","7","11","20","false","GP9","111.63636364","11","0","0","0.88966615","false","0","GP9","341062","0.46322143"
"14111","4.5306833","1.418E-5","0.22071726","0.6","7","11","20","false","GP1BB","111.63636364","11","0","0","0.88966615","false","0","GP1BB","341062","0.46322143"
"14113","4.5306833","1.418E-5","0.22071726","0.6","7","11","20","false","GP1BA","111.63636364","11","0","0","0.88966615","false","0","GP1BA","341062","0.46322143"
"14115","4.5306833","1.418E-5","0.22071726","0.6","7","11","20","false","GP5","111.63636364","11","0","0","0.88966615","false","0","GP5","341062","0.46322143"
"14117","4.52110837","5.8862E-4","0.2211847","0.0","163","11","20","false","CD28","113.36363636","11","0","0","0.88996536","false","0","CD28","12653564","0.42561983"
"14119","4.55215436","4.1477E-4","0.21967621","0.0","7","9","20","false","ICOS","125.11111111","9","0","0","0.88899518","false","0","ICOS","11663068","0.65321637"
"14121","4.37893515","5.66E-6","0.22836602","0.71212121","7","12","20","false","PECAM1","135.16666667","12","0","0","0.89440828","false","0","PECAM1","52754","0.31507382"
"14123","4.2633106","8.972E-5","0.2345595","0.48571429","7","15","20","false","CDH5","121.06666667","15","0","0","0.89802154","false","0","CDH5","2721106","0.24744376"
"14126","4.40751487","2.437E-5","0.22688522","0.47435897","7","13","20","false","CD3E","99.0","13","0","0","0.89351516","false","0","CD3E","631584","0.35357143"
"14128","4.41781517","2.125E-5","0.22635623","0.43939394","7","12","20","false","CD3G","104.08333333","12","0","0","0.89319328","false","0","CD3G","624238","0.39575412"
"14130","4.41781517","2.125E-5","0.22635623","0.43939394","7","12","20","false","CD3D","104.08333333","12","0","0","0.89319328","false","0","CD3D","624238","0.39575412"
"14132","4.55200928","7.144E-5","0.21968321","0.26666667","7","10","20","false","DNM2","114.0","10","0","0","0.88899971","false","0","DNM2","818926","0.58061224"
"14134","4.55273466","1.0E-8","0.21964821","0.28571429","7","7","20","false","AMPH","161.14285714","7","0","0","0.88897704","false","0","AMPH","282","0.82215743"
"14136","4.55273466","1.0E-8","0.21964821","0.28571429","7","7","20","false","BIN1","161.14285714","7","0","0","0.88897704","false","0","BIN1","282","0.82215743"
"14138","4.54344988","2.0E-8","0.22009707","0.5","7","9","20","false","TXK","134.22222222","9","0","0","0.88926719","false","0","TXK","288","0.66446645"
"14141","4.41288263","2.614E-5","0.22660924","0.04705882","3","35","20","false","INSRR","66.74285714","35","0","0","0.89334742","false","0","INSRR","1785768","0.18339237"
"14145","4.55346003","1.0E-8","0.21961322","0.0","7","6","20","false","RCAN2","186.33333333","6","0","0","0.88895437","false","0","RCAN2","282","0.9858156"
"14149","4.39213695","8.0E-8","0.2276796","0.5","7","9","20","false","RET","195.88888889","9","0","0","0.89399572","false","0","RET","2776","0.53521554"
"14153","4.47250834","2.903E-4","0.22358818","0.33333333","5","6","20","false","MIR126","95.83333333","6","0","0","0.89148411","false","0","MIR126","1912396","0.37747036"
"14553","4.13549978","0.00118494","0.24180874","0.02005013","4","57","20","false","GNA13","37.50877193","57","0","0","0.90201563","false","0","GNA13","54507498","0.06262681"
"14573","6.01973016","6.2049E-4","0.1661204","0.0","208","5","22","false","C00269","2.4","5","0","0","0.84313343","false","0","C00269","4578102","0.23333333"
"14583","4.8456405","1.052E-4","0.20637107","0.07602339","48","19","21","false","FCGR2B","17.42105263","19","0","0","0.87982373","false","0","FCGR2B","1086656","0.11998528"
"14586","5.56477586","0.00143626","0.17970176","0.0","153","8","21","false","PIGF","7.875","8","0","0","0.85735075","false","0","PIGF","95515602","0.15625"
"14587","6.56405049","5.8E-5","0.15234496","0.0","153","3","22","false","GPAA1","7.0","3","0","0","0.82612342","false","0","GPAA1","13110398","0.85714286"
"14589","6.56405049","5.8E-5","0.15234496","0.0","153","3","22","false","PIGK","7.0","3","0","0","0.82612342","false","0","PIGK","13110398","0.85714286"
"14591","6.56405049","5.8E-5","0.15234496","0.0","153","3","22","false","PIGS","7.0","3","0","0","0.82612342","false","0","PIGS","13110398","0.85714286"
"14593","6.56405049","5.8E-5","0.15234496","0.0","153","3","22","false","PIGT","7.0","3","0","0","0.82612342","false","0","PIGT","13110398","0.85714286"
"14595","6.56405049","5.8E-5","0.15234496","0.0","153","3","22","false","PIGU","7.0","3","0","0","0.82612342","false","0","PIGU","13110398","0.85714286"
"14597","6.56100392","5.5572E-4","0.1524157","0.0","153","3","22","false","G00149","6.33333333","3","0","0","0.82621863","false","0","G00149","33713430","0.59259259"
"14600","6.56434064","1.0E-8","0.15233822","0.0","153","2","22","false","G13044","8.0","2","0","0","0.82611436","false","0","G13044","2","1.0"
"14602","5.56477586","0.00143626","0.17970176","0.0","153","8","21","false","PIGO","7.875","8","0","0","0.85735075","false","0","PIGO","95515602","0.15625"
"14604","7.56274481","1.4E-7","0.13222712","0.0","153","5","23","false","PGAP1","3.0","5","0","0","0.79491422","false","0","PGAP1","20","1.0"
"14628","6.99753373","7.362E-5","0.14290749","0.0","157","2","23","false","PIGL","5.5","2","0","0","0.81257707","false","0","PIGL","676734","0.5"
"14631","6.77905121","2.8312E-4","0.14751327","0.0","157","3","23","false","G00145","3.0","3","0","0","0.81940465","false","0","G00145","5158250","0.5"
"14632","7.2782533","1.0034E-4","0.1373956","0.0","157","3","23","false","PIGX","3.33333333","3","0","0","0.80380458","false","0","PIGX","5981174","0.46666667"
"14634","7.2782533","1.0034E-4","0.1373956","0.0","157","3","23","false","PIGM","3.33333333","3","0","0","0.80380458","false","0","PIGM","5981174","0.46666667"
"14637","8.27375598","2.802E-5","0.12086409","0.0","157","4","24","false","G10617","3.0","4","0","0","0.77269513","false","0","G10617","61668","0.4"
"14639","6.52328449","4.966E-4","0.15329701","0.0","157","3","22","false","G00146","3.0","3","0","0","0.82739736","false","0","G00146","18665698","0.5"
"14642","7.51907732","2.7949E-4","0.13299504","0.0","157","3","23","false","PIGB","3.0","3","0","0","0.79627883","false","0","PIGB","21532430","0.4"
"14644","7.52139852","1.4132E-4","0.132954","0.0","157","3","23","false","PIGV","2.66666667","3","0","0","0.7962063","false","0","PIGV","10773616","0.41666667"
"14647","5.56434064","0.00148383","0.17971581","0.0","157","3","21","false","PIGN","16.0","3","0","0","0.85736436","false","0","PIGN","48171950","0.33333333"
"14655","5.5673872","1.75E-5","0.17961747","0.0","24","2","21","false","PTDSS2","25.0","2","0","0","0.85726915","false","0","PTDSS2","6554822","0.55813953"
"14657","5.56477586","9.003E-5","0.17970176","0.0","24","6","21","false","LPCAT3","23.83333333","6","0","0","0.85735075","false","0","LPCAT3","46056506","0.47569444"
"14659","5.55984332","1.8056E-4","0.17986118","0.0","24","10","21","false","LPCAT4","23.8","10","0","0","0.8575049","false","0","LPCAT4","94484554","0.39310345"
"14661","5.55955317","1.9881E-4","0.17987057","0.0","24","11","21","false","LPCAT2","23.81818182","11","0","0","0.85751396","false","0","LPCAT2","107072252","0.39341693"
"14663","5.55955317","1.9881E-4","0.17987057","0.0","24","11","21","false","LPCAT1","23.81818182","11","0","0","0.85751396","false","0","LPCAT1","107072252","0.39341693"
"14668","5.20266937","0.00103281","0.19220902","0.0","24","15","21","false","PLB1","24.26666667","15","0","0","0.86866658","false","0","PLB1","115343852","0.26743295"
"14671","4.23095894","4.5294E-4","0.23635304","0.01904762","24","15","20","false","PLA2G2D","64.46666667","15","0","0","0.89903253","false","0","PLA2G2D","44649724","0.1688771"
"14674","4.23095894","4.5294E-4","0.23635304","0.01904762","24","15","20","false","PLA2G2E","64.46666667","15","0","0","0.89903253","false","0","PLA2G2E","44649724","0.1688771"
"14676","4.23095894","4.5294E-4","0.23635304","0.01904762","24","15","20","false","PLA2G2C","64.46666667","15","0","0","0.89903253","false","0","PLA2G2C","44649724","0.1688771"
"14678","4.23095894","4.5294E-4","0.23635304","0.01904762","24","15","20","false","PLA2G3","64.46666667","15","0","0","0.89903253","false","0","PLA2G3","44649724","0.1688771"
"14680","4.23095894","4.5294E-4","0.23635304","0.01904762","24","15","20","false","PLA2G1B","64.46666667","15","0","0","0.89903253","false","0","PLA2G1B","44649724","0.1688771"
"14682","4.23095894","4.5294E-4","0.23635304","0.01904762","24","15","20","false","PLA2G2A","64.46666667","15","0","0","0.89903253","false","0","PLA2G2A","44649724","0.1688771"
"14685","4.23095894","4.5294E-4","0.23635304","0.01904762","24","15","20","false","PLA2G5","64.46666667","15","0","0","0.89903253","false","0","PLA2G5","44649724","0.1688771"
"14687","4.23095894","4.5294E-4","0.23635304","0.01904762","24","15","20","false","PLA2G2F","64.46666667","15","0","0","0.89903253","false","0","PLA2G2F","44649724","0.1688771"
"14689","4.23095894","4.5294E-4","0.23635304","0.01904762","24","15","20","false","PLA2G12A","64.46666667","15","0","0","0.89903253","false","0","PLA2G12A","44649724","0.1688771"
"14691","4.13259829","0.00116614","0.24197852","0.04329004","24","22","20","false","PLA2G6","65.54545455","22","0","0","0.9021063","false","0","PLA2G6","73850204","0.12793617"
"14693","4.23095894","4.5294E-4","0.23635304","0.01904762","24","15","20","false","PLA2G10","64.46666667","15","0","0","0.89903253","false","0","PLA2G10","44649724","0.1688771"
"14695","4.23095894","4.5294E-4","0.23635304","0.01904762","24","15","20","false","PLA2G12B","64.46666667","15","0","0","0.89903253","false","0","PLA2G12B","44649724","0.1688771"
"14699","5.5673872","1.75E-5","0.17961747","0.0","24","2","21","false","PISD","25.0","2","0","0","0.85726915","false","0","PISD","6554822","0.55813953"
"14701","5.56622661","5.8046E-4","0.17965492","0.0","256","4","21","false","PEMT","19.75","4","0","0","0.85730542","false","0","PEMT","25020120","0.41666667"
"14706","4.92746264","0.0","0.20294421","0.5","39","4","20","false","ATG4A","49.0","4","0","0","0.87726679","false","0","ATG4A","6","0.5505618"
"14708","4.92746264","0.0","0.20294421","0.5","39","4","20","false","ATG4B","49.0","4","0","0","0.87726679","false","0","ATG4B","6","0.5505618"
"14710","4.92746264","0.0","0.20294421","0.5","39","4","20","false","ATG4C","49.0","4","0","0","0.87726679","false","0","ATG4C","6","0.5505618"
"14712","4.92746264","0.0","0.20294421","0.5","39","4","20","false","ATG4D","49.0","4","0","0","0.87726679","false","0","ATG4D","6","0.5505618"
"14714","6.75816045","6.6392E-4","0.14796926","0.0","157","3","23","false","G00144","2.33333333","3","0","0","0.82005749","false","0","G00144","18926936","0.33333333"
"14716","7.75772523","2.9015E-4","0.12890377","0.0","157","2","24","false","GPLD1","2.0","2","0","0","0.78882109","false","0","GPLD1","9164610","0.5"
"14719","8.5180618","2.1E-7","0.1173976","0.0","157","2","24","false","G00148","3.0","2","0","0","0.76506057","false","0","G00148","58","0.66666667"
"14722","6.56303496","4.1724E-4","0.15236853","0.0","157","2","22","false","G00147","3.0","2","0","0","0.82615516","false","0","G00147","16856366","0.5"
"14725","8.75758015","0.0","0.11418679","0.0","157","1","25","false","G12396","2.0","1","0","0","0.75757562","false","0","G12396","0","0.0"
"14730","4.97272595","1.389E-5","0.20109695","0.0","24","4","21","false","C15647","19.0","4","0","0","0.87585231","false","0","C15647","386292","0.5625"
"14755","4.24329029","5.948E-5","0.23566618","0.3047619","7","21","20","false","RALGDS","100.76190476","21","0","0","0.89864718","false","0","RALGDS","1544716","0.20502376"
"14758","4.33352677","1.2714E-4","0.23075893","0.32967033","7","14","20","false","RALA","67.64285714","14","0","0","0.89582729","false","0","RALA","1547292","0.22401519"
"14760","4.33352677","1.2714E-4","0.23075893","0.32967033","7","14","20","false","RALB","67.64285714","14","0","0","0.89582729","false","0","RALB","1547292","0.22401519"
"14793","6.5576672","1.32E-6","0.15249325","0.0","24","7","22","false","C02737","6.28571429","7","0","0","0.8263229","false","0","C02737","9402","0.52857143"
"14795","5.69142608","1.004E-5","0.17570289","0.0","24","2","22","false","PTDSS1","20.5","2","0","0","0.85339293","false","0","PTDSS1","5951706","0.55714286"
"14828","5.69113594","5.0E-8","0.17571185","0.0","24","2","22","false","LCAT","31.0","2","0","0","0.853402","false","0","LCAT","704","0.83333333"
"14831","4.35949514","7.533E-5","0.22938436","0.0","24","4","20","false","PLAAT3","125.0","4","0","0","0.89501578","false","0","PLAAT3","5862064","0.48818898"
"14833","7.37385754","5.8021E-4","0.13561423","0.0","248","2","24","false","C03372","2.0","2","0","0","0.80081695","false","0","C03372","8790352","0.5"
"14835","8.37342231","2.9015E-4","0.11942548","0.0","248","2","25","false","AGPS","1.5","2","0","0","0.76958055","false","0","AGPS","4395178","0.5"
"14837","4.82808646","8.7355E-4","0.20712139","0.0","24","28","21","false","C04230","19.03571429","28","0","0","0.8803723","false","0","C04230","153912778","0.3837386"
"14863","5.80574496","6.65E-5","0.17224318","0.0","136","6","22","false","LYPLA1","12.5","6","0","0","0.84982047","false","0","LYPLA1","18352968","0.39655172"
"14865","5.80574496","6.65E-5","0.17224318","0.0","136","6","22","false","PNPLA6","12.5","6","0","0","0.84982047","false","0","PNPLA6","18352968","0.39655172"
"14867","5.80574496","6.65E-5","0.17224318","0.0","136","6","22","false","PNPLA7","12.5","6","0","0","0.84982047","false","0","PNPLA7","18352968","0.39655172"
"14869","4.82837661","7.5857E-4","0.20710895","0.0","24","27","21","false","C04438","19.66666667","27","0","0","0.88036323","false","0","C04438","145461540","0.39716312"
"14871","6.55853765","6.0E-8","0.15247301","0.0","24","4","22","false","C18125","9.5","4","0","0","0.8262957","false","0","C18125","164","0.85"
"14876","4.82808646","0.00158988","0.20712139","0.0","24","28","21","false","C04317","18.46428571","28","0","0","0.8803723","false","0","C04317","137150512","0.37158055"
"14878","4.82721602","0.00249617","0.20715874","0.0","24","28","21","false","C04635","18.53571429","28","0","0","0.8803995","false","0","C04635","232261696","0.35071429"
"14909","5.14260844","1.7696E-4","0.19445385","0.0","114","4","21","false","C00189","9.75","4","0","0","0.87054349","false","0","C00189","3414272","0.51470588"
"14929","4.83258378","0.00373031","0.20692864","0.0","12","48","21","false","C01996","19.35416667","48","0","0","0.88023176","false","0","C01996","252600890","0.16838685"
"14935","4.56695198","9.2229E-4","0.21896442","0.06666667","4","10","21","false","CHRM3","106.6","10","0","0","0.88853275","false","0","CHRM3","11821170","0.15550661"
"14940","4.48324387","7.735E-5","0.22305278","0.04545455","4","12","21","false","BDKRB1","97.16666667","12","0","0","0.89114863","false","0","BDKRB1","5774264","0.13852969"
"14962","5.83243871","0.0","0.17145487","0.0","12","1","22","false","CHRNA1","48.0","1","0","0","0.84898629","false","0","CHRNA1","0","0.0"
"14964","5.83243871","0.0","0.17145487","0.0","12","1","22","false","CHRNA2","48.0","1","0","0","0.84898629","false","0","CHRNA2","0","0.0"
"14966","4.99057014","2.029E-5","0.20037791","0.0","12","2","21","false","CHRNA3","92.0","2","0","0","0.87529468","false","0","CHRNA3","203496","0.51412429"
"14968","4.99027999","8.625E-5","0.20038956","0.0","12","3","21","false","CHRNA4","62.66666667","3","0","0","0.87530375","false","0","CHRNA4","2262474","0.34839925"
"14970","5.83243871","0.0","0.17145487","0.0","12","1","22","false","CHRNA5","48.0","1","0","0","0.84898629","false","0","CHRNA5","0","0.0"
"14972","4.87102858","6.4292E-4","0.20529545","0.0","12","4","21","false","CHRNA7","51.0","4","0","0","0.87903036","false","0","CHRNA7","5440054","0.26041667"
"14974","5.83243871","0.0","0.17145487","0.0","12","1","22","false","CHRNB1","48.0","1","0","0","0.84898629","false","0","CHRNB1","0","0.0"
"14976","4.99027999","8.625E-5","0.20038956","0.0","12","3","21","false","CHRNB2","62.66666667","3","0","0","0.87530375","false","0","CHRNB2","2262474","0.34839925"
"14978","5.83243871","0.0","0.17145487","0.0","12","1","22","false","CHRNB3","48.0","1","0","0","0.84898629","false","0","CHRNB3","0","0.0"
"14980","4.99057014","2.029E-5","0.20037791","0.0","12","2","21","false","CHRNB4","92.0","2","0","0","0.87529468","false","0","CHRNB4","203496","0.51412429"
"14982","5.83243871","0.0","0.17145487","0.0","12","1","22","false","CHRND","48.0","1","0","0","0.84898629","false","0","CHRND","0","0.0"
"14984","5.83243871","0.0","0.17145487","0.0","12","1","22","false","CHRNE","48.0","1","0","0","0.84898629","false","0","CHRNE","0","0.0"
"14986","5.83243871","0.0","0.17145487","0.0","12","1","22","false","CHRNG","48.0","1","0","0","0.84898629","false","0","CHRNG","0","0.0"
"14988","5.83243871","0.0","0.17145487","0.0","12","1","22","false","CHRNA9","48.0","1","0","0","0.84898629","false","0","CHRNA9","0","0.0"
"14990","5.83243871","0.0","0.17145487","0.0","12","1","22","false","CHRNA10","48.0","1","0","0","0.84898629","false","0","CHRNA10","0","0.0"
"14992","4.99027999","8.625E-5","0.20038956","0.0","12","3","21","false","CHRNA6","62.66666667","3","0","0","0.87530375","false","0","CHRNA6","2262474","0.34839925"
"14994","4.5324242","2.0286E-4","0.22063248","0.73913043","4","23","21","false","CHRM4","170.60869565","23","0","0","0.88961174","false","0","CHRM4","28002906","0.26349036"
"14996","4.65370666","2.015E-5","0.21488247","0.1","4","5","21","false","CHRM5","79.0","5","0","0","0.88582167","false","0","CHRM5","2532302","0.3253112"
"15000","5.71811983","6.02E-6","0.17488266","0.0","60","3","21","false","SGPL1","9.0","3","0","0","0.85255876","false","0","SGPL1","24264","0.47058824"
"15023","4.25663717","5.7136E-4","0.23492723","0.0042517","4","49","20","false","GNA12","32.14285714","49","0","0","0.89823009","false","0","GNA12","39012686","0.08337415"
"15035","4.55984332","1.906E-5","0.21930578","0.0","24","10","21","false","GNAZ","45.1","10","0","0","0.8887549","false","0","GNAZ","2849124","0.24364641"
"15037","4.81604526","2.98E-6","0.20763924","0.0","24","9","21","false","C12083","34.11111111","9","0","0","0.88074859","false","0","C12083","30978","0.70449173"
"15039","4.81604526","2.98E-6","0.20763924","0.0","24","9","21","false","C06254","34.11111111","9","0","0","0.88074859","false","0","C06254","30978","0.70449173"
